id_tse;cargo;nome_completo;numero_candidato;nome_urna;situacao_candidatura;detalhe_situacao_candidatura;numero_partido;sigla_partido;nome_partido;municipio_nascimento;data_nascimento;genero;grau_instrucao;estado_civil;cor_raca;ocupacao;reeleicao;venceu;situacao_candidatura_urna;bens;receita_campanha;despesa_contratada_campanha;number;votos;porcentagem
130000615633;DEPUTADO ESTADUAL;IRACI ALVES DA ROCHA GOMES;27798;IRACI ALVES;APTO;DEFERIDO;27;DC;DEMOCRACIA CRISTÃ;SANTA LUZIA;05/04/1984;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;OUTROS;N;SUPLENTE;DEFERIDO;;5449.28;4109.28;;;
130000605898;DEPUTADO ESTADUAL;LUCIMAR LÚCIO GARCIA;77035;LUCIMAR GARCIA;APTO;DEFERIDO;77;SOLIDARIEDADE;SOLIDARIEDADE;UBERLANDIA;26/04/1960;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;OUTROS;N;SUPLENTE;DEFERIDO;;16227.47;15450.0;;;
130000600650;DEPUTADO FEDERAL;MARCO AURÉLIO ROCHA;3099;MARCO ROCHA;APTO;DEFERIDO;30;NOVO;PARTIDO NOVO;BELO HORIZONTE;22/11/1957;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;MÉDICO;N;SUPLENTE;DEFERIDO;716611.44;11099.16;9628.0;3099.0;0,02%;2142.0
130000603206;DEPUTADO ESTADUAL;GILSON PEREIRA DE SOUZA;14300;GILSON PEREIRA;APTO;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;CORONEL MURTA;26/07/1969;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;OUTROS;N;SUPLENTE;DEFERIDO;;;;;;
130000620908;DEPUTADO ESTADUAL;RAIMUNDO NONATO BARCELOS;12000;NOZINHO;APTO;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;SÃO GONÇALO DO RIO ABAIXO;12/06/1953;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);BRANCA;DEPUTADO;S;SUPLENTE;DEFERIDO;1838582.6;479137.5;408701.62;;;
130000606590;DEPUTADO ESTADUAL;GISLENE DE CASSIA PINTO;70666;GISLENE DE CASSIA;APTO;DEFERIDO;70;AVANTE;AVANTE;BOM DESPACHO;28/01/1967;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;ADVOGADO;N;SUPLENTE;DEFERIDO;303000.0;13478.03;3326.0;;;
130000628979;DEPUTADO FEDERAL;SUSANA CASSIA MIGUEL;1927;SUSANA;APTO;DEFERIDO;19;PODE;PODEMOS;SERRANIA;28/06/1970;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;COMERCIANTE;N;SUPLENTE;DEFERIDO;;1000.0;;1927.0;0,00%;45.0
130000628809;DEPUTADO ESTADUAL;JOÃO BATISTA FERREIRA;13333;PROFESSOR BATISTA CEBOLA;APTO;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;FARIAS LEMOS;15/04/1954;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);N;SUPLENTE;DEFERIDO;228000.0;898.0;40.0;;;
130000629153;GOVERNADOR;ADALCLEVER RIBEIRO LOPES;15;ADALCLEVER LOPES;APTO;DEFERIDO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;BELO HORIZONTE;24/11/1966;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;DEPUTADO;N;NÃO ELEITO;DEFERIDO;38075.41;1426436.25;1332000.0;;;
130000620930;DEPUTADO ESTADUAL;ANTONIO CARLOS SILVA NUNES;15200;TONY CARLOS;APTO;DEFERIDO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;UBERABA;30/09/1964;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;JORNALISTA E REDATOR;S;SUPLENTE;DEFERIDO;1200000.0;323256.69;285000.0;;;
130000610142;DEPUTADO ESTADUAL;MATTEUS SANTOS DE SOUZA BOFFO;51000;MATTEUS BOFFO;APTO;DEFERIDO;51;PATRIOTA;PATRIOTA;VESPASIANO;30/04/1996;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;CABELEIREIRO E BARBEIRO;N;SUPLENTE;DEFERIDO;;10800.0;;;;
130000628822;DEPUTADO ESTADUAL;ANTÔNIO PINTO SILVA;14331;ANTÔNIO PINTO;APTO;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;TEÓFILO OTONI;31/08/1955;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;OUTROS;N;SUPLENTE;DEFERIDO;;;;;;
130000618205;DEPUTADO ESTADUAL;JOSÉ EVARISTO SANTORO FILHO ;65333;EVARISTO COBRINHA;APTO;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;RECREIO;17/07/1959;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;SERVIDOR PÚBLICO MUNICIPAL;N;SUPLENTE;DEFERIDO;2000.0;1867.72;;;;
130000610204;DEPUTADO ESTADUAL;EMERSON DA SILVA FREITAS;36100;EMERSON FREITAS;APTO;DEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;RESPLENDOR;05/03/1975;MASCULINO;LÊ E ESCREVE;CASADO(A);BRANCA;VEREADOR;N;SUPLENTE;DEFERIDO;45060.0;;;;;
130000606509;DEPUTADO FEDERAL;ANA CAROLINA PONTELO CANABRAVA;7009;CAROL CANABRAVA;APTO;DEFERIDO;70;AVANTE;AVANTE;SETE LAGOAS;26/11/1979;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PUBLICITÁRIO;N;SUPLENTE;DEFERIDO;296550.11;258175.91;170705.75;7009.0;0,10%;9591.0
130000606512;DEPUTADO FEDERAL;EMANUELLE RODRIGUES GONÇALVES;7046;ENFERMEIRA EMANUELLE;APTO;DEFERIDO;70;AVANTE;AVANTE;BELO HORIZONTE;28/07/1990;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;ENFERMEIRO;N;SUPLENTE;DEFERIDO;18000.0;4143.42;;7046.0;0,01%;682.0
130000626802;DEPUTADO ESTADUAL;NIVEA NUZIA DANIEL MARTINS;31017;NIVEA DANIEL MARTINS;APTO;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;BELO HORIZONTE;17/10/1976;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;OUTROS;N;SUPLENTE;DEFERIDO;;4025.4;3500.0;;;
130000618210;DEPUTADO ESTADUAL;HAROLDO DARTAGNAN DE CARVALHO;65100;HAROLDO DARTAGNAN;APTO;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;BELO HORIZONTE;25/05/1957;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;MÉDICO;N;SUPLENTE;DEFERIDO;26782.45;16290.800000000001;6146.79;;;
130000626687;DEPUTADO FEDERAL;ROBERTO DA VEIGA FELIPPE;3155;ROBERTO FELIPPE;APTO;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;BELO HORIZONTE;05/11/1960;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);BRANCA;EMPRESÁRIO;N;SUPLENTE;DEFERIDO;580000.0;15240.0;15000.0;3155.0;0,02%;1616.0
130000620708;DEPUTADO ESTADUAL;CAMILA SGARBI ARAUJO;90450;CAMILA SGARBI;APTO;DEFERIDO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;ITABIRA;30/05/1980;FEMININO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PARDA;OUTROS;N;SUPLENTE;DEFERIDO;72.06;21912.5;17376.22;;;
130000628436;DEPUTADO FEDERAL;ROGERIO ALVES FERNANDES;5417;FERNANDES;APTO;DEFERIDO;54;PPL;PARTIDO PÁTRIA LIVRE;AUGUSTO DE LIMA;17/03/1962;MASCULINO;ENSINO MÉDIO INCOMPLETO;DIVORCIADO(A);PARDA;VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA;N;NÃO ELEITO;DEFERIDO;;;;5417.0;0,00%;205.0
130000626645;DEPUTADO FEDERAL;AFONSO VICTOR VIANNA DE ANDRADE;3138;PROFESSOR AFONSO VICTOR;INAPTO;INDEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;CORINTO;10/10/1947;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO SUPERIOR;N;NÃO ELEITO;INDEFERIDO COM RECURSO;873000.0;29825.5;24715.5;3138.0;0,00%;0.0
130000626998;DEPUTADO FEDERAL;ELZA GERALDA DA PAIXÃO;4013;ELZA PAIXÃO;APTO;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;ANTONIO DIAS;20/05/1966;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PRETA;SECRETÁRIO E DATILÓGRAFO;N;SUPLENTE;DEFERIDO;;;;4013.0;0,01%;700.0
130000610157;DEPUTADO FEDERAL;ANTONIO FERNANDO PEREIRA DOS SANTOS;5112;FERNANDO DE ALMENARA;APTO;DEFERIDO;51;PATRIOTA;PATRIOTA;ALMENARA;27/09/1968;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PARDA;CONTADOR;N;SUPLENTE;DEFERIDO;224900.0;400.0;;5112.0;0,00%;334.0
130000622068;2º SUPLENTE;JOSÉ JOÃO DA SILVA;161;JOSÉ JOÃO DA SILVA;APTO;DEFERIDO;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;CORONEL FABRICIANO;12/05/1958;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);N;NÃO ELEITO;DEFERIDO;;;;;;
130000626766;DEPUTADO ESTADUAL;BERLINQUE ANTONIO MONTEIRO CANTELMO;31121;CABO CANTELMO;INAPTO;RENÚNCIA;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;BELO HORIZONTE;02/10/1982;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PRETA;ADVOGADO;N;;;1484000.0;;;;;
130000600642;DEPUTADO FEDERAL;LEANDRA MACHADO SANTOS;3063;LEANDRA MACHADO;APTO;DEFERIDO;30;NOVO;PARTIDO NOVO;ITAJUBÁ;13/06/1963;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;N;SUPLENTE;DEFERIDO;4790363.61;198879.16;197779.49;3063.0;0,15%;15021.0
130000616656;DEPUTADO ESTADUAL;FERNANDO ANTONIO DOS SANTOS;17999;FERNANDO SANTOS;APTO;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;DIAMANTINA;18/02/1977;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;SERVIDOR PÚBLICO MUNICIPAL;N;SUPLENTE;DEFERIDO;;10937.5;9690.0;;;
130000615654;DEPUTADO ESTADUAL;WILLIAM DE OLIVEIRA;27900;WILLIAM;APTO;DEFERIDO;27;DC;DEMOCRACIA CRISTÃ;SABARÁ;07/07/1958;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;OUTROS;N;SUPLENTE;DEFERIDO;;500.0;;;;
130000627075;DEPUTADO ESTADUAL;CARLOS ALBERTO COELHO;40660;ROBERTO BIN LADEN;APTO;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;SERICITA;07/06/1968;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);PARDA;OUTROS;N;SUPLENTE;DEFERIDO;123000.0;;;;;
130000626770;DEPUTADO ESTADUAL;DENISE MARTINS DOS SANTOS;31221;DENISE MARTINS;APTO;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;BELO HORIZONTE;01/03/1968;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;N;SUPLENTE;DEFERIDO;450000.0;12525.4;12000.0;;;
130000626853;DEPUTADO ESTADUAL;ANTONIO CELSO FERREIRA LIMA;44633;TONHÃO;APTO;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;ARAÇUAÍ;25/03/1961;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS;N;SUPLENTE;DEFERIDO;1212000.0;6350.0;2350.0;;;
130000605867;DEPUTADO ESTADUAL;MAURO FRANCISCO LEITE;77800;PASTOR MAURO FRANC;INAPTO;INDEFERIDO;77;SOLIDARIEDADE;SOLIDARIEDADE;VARGEM ALEGRE;01/12/1980;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;OUTROS;N;;;;;;;;
130000620686;DEPUTADO ESTADUAL;OLAVO GUIMARAES DE FARIA;90170;OLAVO GUIMARAES;APTO;DEFERIDO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;ARAGUARI;14/11/1966;MASCULINO;SUPERIOR INCOMPLETO;DIVORCIADO(A);PARDA;REPRESENTANTE COMERCIAL;N;SUPLENTE;DEFERIDO;;10090.45;8749.2;;;
130000626706;DEPUTADO FEDERAL;RONALDO RÉGIO MATOS DE OLIVEIRA;3179;RONALDO MATOS;APTO;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;ASSARÉ;20/07/1981;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;N;SUPLENTE;DEFERIDO;808000.0;1000.0;1000.0;3179.0;0,01%;551.0
130000603225;DEPUTADO ESTADUAL;SILVÂNIA BASILIO DA COSTA;14080;SILVANIA DA ÓTICA;APTO;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;CONTAGEM;08/05/1980;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;OUTROS;N;SUPLENTE;DEFERIDO;;29000.0;5000.0;;;
130000617915;DEPUTADO FEDERAL;DALVA PEREIRA DE OLIVEIRA;2838;DALVA DE OLIVEIRA;APTO;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;UBERLÂNDIA;18/02/1981;FEMININO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);BRANCA;OUTROS;N;NÃO ELEITO;DEFERIDO;;120.0;;2838.0;0,00%;144.0
130000617963;DEPUTADO ESTADUAL;GLEIBE JOSE TERRA JUNIOR;28011;GLEIBIN DA GENTE;APTO;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;UBERABA;25/07/1970;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);AMARELA;JORNALISTA E REDATOR;N;SUPLENTE;DEFERIDO;;14657.0;8857.0;;;
130000603228;DEPUTADO ESTADUAL;ULISSES SUAID PORTO GUIMARÃES BORGES;14777;ULISSES GUIMARÃES;APTO;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;POÇOS DE CALDAS;22/02/1989;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;VETERINÁRIO;N;SUPLENTE;DEFERIDO;219055.79;223324.81;185273.1;;;
130000628011;DEPUTADO ESTADUAL;ALTAIR LUIZ DA SILVA;77133;ALTAIR DA VERDURA;APTO;DEFERIDO;77;SOLIDARIEDADE;SOLIDARIEDADE;CONSELHEIRO PENA;30/03/1972;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;AGRICULTOR;N;SUPLENTE;DEFERIDO;180000.0;2272.72;1000.0;;;
130000600647;DEPUTADO FEDERAL;LUIZ MARCELO CABRAL TAVARES;3013;PROCURADOR MARCELO CABRAL ;APTO;DEFERIDO;30;NOVO;PARTIDO NOVO;RIO DE JANEIRO;13/12/1970;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;SERVIDOR PÚBLICO ESTADUAL;N;SUPLENTE;DEFERIDO;507767.89;24683.51;22830.43;3013.0;0,05%;4772.0
130000626977;DEPUTADO FEDERAL;WADSON NATHANIEL RIBEIRO;6565;WADSON RIBEIRO;APTO;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;JUIZ DE FORA;26/08/1976;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADMINISTRADOR;N;SUPLENTE;DEFERIDO;672691.98;1636408.46;1671762.47;6565.0;0,43%;43500.0
130000627086;DEPUTADO ESTADUAL;GEOVANE DA CONCEIÇÃO ESTANISLAU;40007;GEOVANE ESTALISNAU;APTO;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;RIO CASCA;07/10/1990;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;OUTROS;N;SUPLENTE;DEFERIDO;;1250.0;;;;
130000606683;DEPUTADO ESTADUAL;CHRISTIANI MARCELO MACHADO PYRAMIDES;50250;PROF. PYRAMIDES;APTO;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;JUIZ DE FORA;07/07/1973;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO MÉDIO;N;SUPLENTE;DEFERIDO;22000.0;3378.67;710.0;;;
130000618225;DEPUTADO ESTADUAL;ROSIMEIRE MALAGOLI;65623;ROSIMEIRE MALAGOLI;APTO;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;PATROCÍNIO;22/11/1977;FEMININO;LÊ E ESCREVE;CASADO(A);BRANCA;OUTROS;N;SUPLENTE;DEFERIDO;;7945.22;3900.0;;;
130000626995;DEPUTADO FEDERAL;WELLINGTON LUIZ DA CONCEIÇÃO;2707;WELLINGTON LUIZ;APTO;DEFERIDO;27;DC;DEMOCRACIA CRISTÃ;BELO HORIZONTE;24/05/1975;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PRETA;OUTROS;N;SUPLENTE;DEFERIDO;;;;2707.0;0,01%;545.0
130000617882;DEPUTADO FEDERAL;MAYCON ARIEL DA SILVA;2898;AGENTE MAYCON ARIEL;APTO;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;MURIAÉ;08/06/1985;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;OUTROS;N;NÃO ELEITO;INDEFERIDO COM RECURSO;;;;2898.0;0,01%;910.0
130000616603;DEPUTADO FEDERAL;JULIANA MICHELE PAIXAO DE ANDRADE;1735;JULIANA PAIXAO;APTO;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;MARABÁ;12/07/1981;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO);N;SUPLENTE;DEFERIDO;13000.0;5381.0;3958.4;1735.0;0,03%;2583.0
130000606570;DEPUTADO ESTADUAL;PABLO HENRIQUE DA SILVA SANTOS;70113;PABLO HENRIQUE;INAPTO;INDEFERIDO;70;AVANTE;AVANTE;BELO HORIZONTE;23/10/1988;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;N;;;;;;;;
130000620676;DEPUTADO ESTADUAL;ELIANA GONÇALVES SOARES;90113;ELIANA GONÇALVES;APTO;DEFERIDO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;BELO HORIZONTE;09/09/1981;FEMININO;SUPERIOR INCOMPLETO;DIVORCIADO(A);PARDA;AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS;N;SUPLENTE;DEFERIDO;200000.0;64663.15;61000.0;;;
130000617212;1º SUPLENTE;FERNANDO AUGUSTO MACHADO SILVA LACERDA;290;FERNANDO LACERDA;INAPTO;INDEFERIDO;29;PCO;PARTIDO DA CAUSA OPERÁRIA;BELO HORIZONTE;16/03/1983;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;AGENTE ADMINISTRATIVO;N;NÃO ELEITO;INDEFERIDO COM RECURSO;31250.0;;;;;
130000626640;DEPUTADO FEDERAL;ALEXANDRE DE MELO BAIA;3139;ALEXANDRE BAIA;APTO;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;SÃO JOSÉ DO RIO PRETO;25/12/1968;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;PROFESSOR DE ENSINO SUPERIOR;N;SUPLENTE;DEFERIDO;;4145.75;2500.0;3139.0;0,01%;1102.0
130000626683;DEPUTADO FEDERAL;GLAYDSON DIAS DE PAULA;4411;GLAYDSON DIAS DE PAULA;APTO;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;BELO HORIZONTE;19/04/1969;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;ATOR E DIRETOR DE ESPETÁCULOS PÚBLICOS;N;SUPLENTE;DEFERIDO;150000.0;2500.0;;4411.0;0,01%;585.0
130000626953;DEPUTADO FEDERAL;LINCOLN DINIZ PORTELA;2233;LINCOLN PORTELA;APTO;DEFERIDO;22;PR;PARTIDO DA REPÚBLICA;BELO HORIZONTE;03/11/1953;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;DEPUTADO;S;ELEITO POR QP;DEFERIDO;622966.71;1654850.0;1632893.48;2233.0;1,05%;105731.0
130000627071;DEPUTADO ESTADUAL;ANTONIO DOS REIS GONÇALVES LERIN;40696;LERIN;APTO;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;UBERABA;23/01/1968;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;DEPUTADO;S;SUPLENTE;DEFERIDO;1312456.22;345200.0;335308.73;;;
130000626829;DEPUTADO ESTADUAL;ADRIANA FERREIRA FERNANDES;44544;ADRIANA FERNANDES;APTO;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;BELO HORIZONTE;12/06/1968;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;SERVIDOR PÚBLICO ESTADUAL;N;SUPLENTE;DEFERIDO;200000.0;31100.83;26970.36;;;
130000617211;SENADOR;ANA PAULA ALVES SALIBA;290;ANA ALVES;INAPTO;INDEFERIDO;29;PCO;PARTIDO DA CAUSA OPERÁRIA;ITAÚNA;25/12/1978;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JARDINEIRO;N;NÃO ELEITO;INDEFERIDO COM RECURSO;;2350.0;;;;
130000627010;DEPUTADO FEDERAL;ELOISA RODRIGUES DA CUNHA;4033;ELOISA CUNHA;APTO;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;PARACATU;28/03/1961;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);BRANCA;SECRETÁRIO E DATILÓGRAFO;N;SUPLENTE;DEFERIDO;213735.47;76000.0;74913.51;4033.0;0,01%;1313.0
