id_tse;cargo;nome_completo;numero_candidato;nome_urna;situacao_candidatura;detalhe_situacao_candidatura;numero_partido;sigla_partido;nome_partido;municipio_nascimento;data_nascimento;genero;grau_instrucao;estado_civil;cor_raca;ocupacao;reeleicao;venceu;situacao_candidatura_urna;bens;receita_campanha;despesa_contratada_campanha;number;votos;porcentagem
210000616445;DEPUTADO FEDERAL;ALEXSANDRO DA SILVA BARBOSA;5512;ALEX BARBOSA;APTO;DEFERIDO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;PORTO ALEGRE;01/03/1977;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;OUTROS;N;SUPLENTE;DEFERIDO;;11778.47;10001.2;5512.0;0,01%;532.0
210000616853;DEPUTADO ESTADUAL;LUIZ ROBERTO NUNES PADILLA;90008;PROFESSOR PADILLA;APTO;DEFERIDO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PORTO ALEGRE;14/12/1958;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;PROFESSOR DE ENSINO SUPERIOR;N;NÃO ELEITO;DEFERIDO;235405.2;4395.12;500.0;;;
210000605929;DEPUTADO ESTADUAL;LUIS ROBERTO SANTOS NOLASCO;77177;BETO CADEIRANTE;APTO;DEFERIDO;77;SOLIDARIEDADE;SOLIDARIEDADE;PORTO ALEGRE;22/05/1971;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);N;SUPLENTE;DEFERIDO;212691.0;4988.0;2013.5;;;
210000603704;SENADOR;CARMEN ZOLEIKE FLORES INACIO;170;CARMEN FLORES;APTO;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;ROSARIO DO SUL;14/03/1953;FEMININO;ENSINO MÉDIO COMPLETO;VIÚVO(A);BRANCA;EMPRESÁRIO;N;NÃO ELEITO;DEFERIDO;3000000.0;449886.0;340753.72;;;
210000600039;DEPUTADO FEDERAL;CELMIS ALESSANDRO VIEIRA DE OLIVEIRA;5004;CELMIS ALESSANDRO;APTO;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;SANTA MARIA;12/02/1972;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;BANCÁRIO E ECONOMIÁRIO;N;SUPLENTE;DEFERIDO;70248.56;548.4100000000001;458.41;5004.0;0,00%;233.0
210000605913;DEPUTADO ESTADUAL;ANA CRISTINA NEVES;77713;ANA NEVES;APTO;DEFERIDO;77;SOLIDARIEDADE;SOLIDARIEDADE;PORTO ALEGRE;09/01/1969;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;EMPRESÁRIO;N;SUPLENTE;DEFERIDO;;7064.0;2000.0;;;
210000616846;DEPUTADO ESTADUAL;JOSÉ ALEXANDRE SILVA POSSOLINO;90010;ZICO POSSOLINO;APTO;DEFERIDO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PORTO ALEGRE;29/10/1974;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;MÚSICO;N;NÃO ELEITO;DEFERIDO;;5695.12;3484.05;;;
210000602604;DEPUTADO ESTADUAL;KLAUS FELINTO DE OLIVEIRA;30130;AUDITOR KLAUS;APTO;DEFERIDO;30;NOVO;PARTIDO NOVO;RIO DE JANEIRO;20/12/1970;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;SERVIDOR PÚBLICO FEDERAL;N;SUPLENTE;DEFERIDO;;3385.7599999999998;2286.6;;;
210000600011;DEPUTADO ESTADUAL;LAÍS MAGBEL CAMISOLÃO BORBA;50100;LAÍS CAMISOLÃO;APTO;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;PORTO ALEGRE;16/02/1960;FEMININO;SUPERIOR INCOMPLETO;SEPARADO(A) JUDICIALMENTE;PRETA;OUTROS;N;SUPLENTE;DEFERIDO;;5079.85;4989.85;;;
210000612019;DEPUTADO ESTADUAL;SANDRO RICARDO CAREY MACHADO;51777;SANDRO CAREY VIGILANTE;APTO;DEFERIDO;51;PATRIOTA;PATRIOTA;MOOCA;10/04/1973;MASCULINO;LÊ E ESCREVE;CASADO(A);PARDA;VIGILANTE;N;SUPLENTE;DEFERIDO;108815.0;195.0;898.63;;;
210000627860;DEPUTADO ESTADUAL;MAURI LUIS MELLA;19000;LILICO MELLA;APTO;DEFERIDO;19;PODE;PODEMOS;TRES DE MAIO;18/05/1982;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA;N;SUPLENTE;DEFERIDO;109500.0;46500.0;46500.0;;;
210000603563;DEPUTADO ESTADUAL;MARCELO AMARO BUZ;25800;MARCELO BUZ;APTO;DEFERIDO;25;DEM;DEMOCRATAS;SÃO LEOPOLDO;15/11/1983;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;VEREADOR;N;SUPLENTE;DEFERIDO;586109.49;46446.88;36378.22;;;
210000602608;DEPUTADO ESTADUAL;LEONEL GARIBALDI;30203;LEONEL GARIBALDI;APTO;DEFERIDO;30;NOVO;PARTIDO NOVO;SANTA CRUZ DO SUL;21/07/1983;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ADVOGADO;N;SUPLENTE;DEFERIDO;90090.0;13854.46;12670.32;;;
210000600977;DEPUTADO FEDERAL;CHRISTIAN DE LIMA RICARDO;5151;CHRISTIAN RICARDO;APTO;DEFERIDO;51;PATRIOTA;PATRIOTA;PORTO ALEGRE;25/11/1976;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;OUTROS;N;SUPLENTE;DEFERIDO;82000.0;2212.4;;5151.0;0,03%;1474.0
210000611982;DEPUTADO ESTADUAL;EVANDRO PEREIRA BOTHOMÉ;22789;EVANDRO BOTHOMÉ;APTO;DEFERIDO;22;PR;PARTIDO DA REPÚBLICA;PORTO ALEGRE;22/08/1979;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;N;SUPLENTE;DEFERIDO;20000.0;30500.0;30000.0;;;
210000611985;DEPUTADO ESTADUAL;GILBERTO SCHARDOZIM JACOBI;22000;GILBERTO JACOBI;APTO;DEFERIDO;22;PR;PARTIDO DA REPÚBLICA;ESTEIO;05/01/1964;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);BRANCA;ADMINISTRADOR;N;SUPLENTE;DEFERIDO;;43478.47;42000.0;;;
210000627855;DEPUTADO ESTADUAL;CLEBER GIOVANE SILVEIRA DA SILVA;43100;CLEBER GIOVANNE;APTO;DEFERIDO;43;PV;PARTIDO VERDE;SÃO GABRIEL;28/02/1976;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;OUTROS;N;SUPLENTE;DEFERIDO;;12287.55;9058.35;;;
210000607330;DEPUTADO ESTADUAL;PAULO CÉSAR DOS SANTOS BRUM;14122;PAULO BRUM;APTO;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;FONTOURA XAVIER;08/05/1958;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;VEREADOR;N;SUPLENTE;DEFERIDO;451537.21;167698.0;150682.9;;;
210000607314;DEPUTADO ESTADUAL;EVARISTO PINHEIRO RIGHETTO;14144;EVARISTO PINHEIRO RIGHETTO;APTO;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;SÃO LUIZ GONZAGA;10/03/1969;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;N;SUPLENTE;DEFERIDO;1220000.0;22006.11;17006.11;;;
210000604663;DEPUTADO FEDERAL;FLAVIO PERCIO ZACHER;1234;FLAVIO ZACHER;APTO;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PORTO ALEGRE;08/12/1972;MASCULINO;SUPERIOR INCOMPLETO;DIVORCIADO(A);BRANCA;EMPRESÁRIO;N;SUPLENTE;DEFERIDO;833576.2;131720.0;239008.44;1234.0;0,20%;11646.0
210000617250;DEPUTADO ESTADUAL;DOUGLAS ALONSO RODRIGUES DOS SANTOS;33003;DOUGLAS ALONSO;APTO;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;ERECHIM;19/02/1989;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;N;NÃO ELEITO;DEFERIDO;;554.71;;;;
210000604638;DEPUTADO FEDERAL;SAMIRA PEREIRA DA COSTA;1202;SAMIRA PEREIRA;APTO;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PELOTAS;30/08/1985;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ADVOGADO;N;SUPLENTE;DEFERIDO;;71220.0;70000.0;1202.0;0,06%;3253.0
210000603887;DEPUTADO FEDERAL;MILTON SUPTITZ;7077;MILTON SUPTITZ;APTO;DEFERIDO;70;AVANTE;AVANTE;LAJEADO;02/12/1964;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);BRANCA;MILITAR REFORMADO;N;NÃO ELEITO;DEFERIDO;;;;7077.0;0,01%;303.0
210000627853;DEPUTADO ESTADUAL;MARIA DA GRACA SESTERHEIM HEURICH;43651;GRAÇA;APTO;DEFERIDO;43;PV;PARTIDO VERDE;FARROUPILHA;26/08/1957;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;N;SUPLENTE;DEFERIDO;900000.0;4600.0;2671.91;;;
210000604702;DEPUTADO ESTADUAL;JULIO ENIO BOMFIM SANABRIA;12800;JULIO SANABRIA;APTO;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;BOSSOROCA;07/01/1965;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;N;SUPLENTE;DEFERIDO;3000.0;;;;;
210000603872;DEPUTADO FEDERAL;HANNE CAROLINE MEDEIROS BOUCHET;5455;HANNE BOUCHET;APTO;DEFERIDO;54;PPL;PARTIDO PÁTRIA LIVRE;SÃO BORJA;10/10/1991;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;DONA DE CASA;N;NÃO ELEITO;DEFERIDO;4000.0;659.96;;5455.0;0,00%;115.0
210000627840;DEPUTADO FEDERAL;DANIELLE KARINE LIMA DA SILVA;3565;DANIELLE LIMA;APTO;DEFERIDO;35;PMB;PARTIDO DA MULHER BRASILEIRA;PORTO ALEGRE;03/04/1981;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;EMPRESÁRIO;N;SUPLENTE;DEFERIDO;;2700.0;;3565.0;0,00%;83.0
210000628617;DEPUTADO ESTADUAL;DARNI LUIS SCHORN;19777;LUIS SCHORN;INAPTO;INDEFERIDO;19;PODE;PODEMOS;NOVO HAMBURGO;09/07/1974;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;COMERCIANTE;N;NÃO ELEITO;INDEFERIDO COM RECURSO;;68662.0;68662.0;;;
210000604662;DEPUTADO FEDERAL;NADIA SALETE TOSSIN;3510;NÁDIA;APTO;DEFERIDO;35;PMB;PARTIDO DA MULHER BRASILEIRA;MIRAGUAI;10/07/1969;FEMININO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);BRANCA;COZINHEIRO;N;SUPLENTE;DEFERIDO;82000.0;4101.25;;3510.0;0,01%;489.0
210000610906;DEPUTADO FEDERAL;FABIANE DEL PINO VARGAS;2355;FABI VARGAS;APTO;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;PORTO ALEGRE;16/04/1977;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;N;NÃO ELEITO;DEFERIDO;115000.0;21763.86;10563.7;2355.0;0,01%;561.0
210000607333;DEPUTADO ESTADUAL;ROSA ALBINA DA SILVA VARGAS;14999;ROZA;APTO;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;SÃO LEOPOLDO;19/08/1976;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;JORNALISTA E REDATOR;N;SUPLENTE;DEFERIDO;290000.0;22348.16;14000.0;;;
210000623882;DEPUTADO ESTADUAL;JADE ALLES SINHORELLI VIEIRA;29029;JADE SINHORELLI;INAPTO;INDEFERIDO;29;PCO;PARTIDO DA CAUSA OPERÁRIA;PORTO ALEGRE;10/10/1997;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;N;NÃO ELEITO;INDEFERIDO COM RECURSO;;600.0;;;;
210000611378;DEPUTADO FEDERAL;ALVACIR AIMI;1311;ALVACIR AIMI AGRICULTOR;APTO;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;ENGENHO VELHO;25/05/1975;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);BRANCA;AGRICULTOR;N;SUPLENTE;DEFERIDO;525500.0;16800.0;15000.0;1311.0;0,06%;3215.0
210000602777;DEPUTADO ESTADUAL;ALSOM PEREIRA DA SILVA;10600;ALSOM SILVA;APTO;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;ROSÁRIO DO SUL;12/10/1940;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADVOGADO;N;SUPLENTE;DEFERIDO;424000.0;41123.7;30945.3;;;
210000622362;VICE-GOVERNADOR;RANOLFO VIEIRA JUNIOR;45;DELEGADO RANOLFO;APTO;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;ESTEIO;07/04/1966;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;POLICIAL CIVIL;N;ELEITO;DEFERIDO;397876.25;;;;;
210000610900;DEPUTADO FEDERAL;VANDERLEI PINTO PEREIRA;3134;VANDERLEI PEREIRA;APTO;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;PORTO ALEGRE;15/04/1962;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;N;NÃO ELEITO;DEFERIDO;151500.0;7665.71;;3134.0;0,01%;770.0
210000604695;DEPUTADO ESTADUAL;LUIS CARLOS TEIXEIRA DA LUZ;12666;LUIS CARLOS TEIXEIRA EDUCADOR;APTO;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;ENCRUZILHADA DO SUL;28/10/1964;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;PROFESSOR DE ENSINO FUNDAMENTAL;N;SUPLENTE;DEFERIDO;;;;;;
210000607319;DEPUTADO ESTADUAL;JOSÉ VARGAS BRAZIL;14021;BRAZIL;APTO;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;ALVORADA;26/05/1971;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;MOTORISTA PARTICULAR;N;SUPLENTE;DEFERIDO;13000.0;11816.76;6816.780000000001;;;
210000605958;DEPUTADO ESTADUAL;JOSÉ ROBERTO RAMOS DE MELLO;77969;JOSÉ MELLO;APTO;DEFERIDO;77;SOLIDARIEDADE;SOLIDARIEDADE;MOGI DAS CRUZES;01/07/1977;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;N;SUPLENTE;DEFERIDO;74000.0;7006.0;2000.0;;;
210000609477;DEPUTADO FEDERAL;PAULETE TEREZINHA SOUTO;6577;PROFESSORA PAULETE;APTO;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;PORTO ALEGRE;02/03/1958;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;SERVIDOR PÚBLICO CIVIL APOSENTADO;N;NÃO ELEITO;DEFERIDO;;65717.5;52765.76;6577.0;0,11%;6156.0
210000611991;DEPUTADO ESTADUAL;HIRATAN PINHEIRO DA SILVA;22522;HIRATAN PINHEIRO;APTO;DEFERIDO;22;PR;PARTIDO DA REPÚBLICA;PORTO ALEGRE;19/04/1978;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;ENGENHEIRO;N;SUPLENTE;DEFERIDO;915971.07;78056.56;67063.02;;;
210000617218;DEPUTADO ESTADUAL;ROQUE VALDEVINO SERPA;20040;ROQUE SERPA;APTO;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;NONOAI;12/10/1970;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;OUTROS;N;NÃO ELEITO;DEFERIDO;174432.18;43720.94;37361.94;;;
210000602590;DEPUTADO FEDERAL;CLARISSA ALVES DE ABREU LIMA SIMÕES PIRES;3055;CLARISSA SIMÕES PIRES;APTO;DEFERIDO;30;NOVO;PARTIDO NOVO;SANTANA DO LIVRAMENTO;05/10/1967;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ADVOGADO;N;SUPLENTE;DEFERIDO;27000.11;3539.16;2390.0;3055.0;0,03%;1910.0
210000603555;DEPUTADO ESTADUAL;CLAUDIA PELEGRINO JARDIM PEREIRA;25222;PROFESSORA CLAUDINHA JARDIM;APTO;DEFERIDO;25;DEM;DEMOCRATAS;GUAÍBA;26/12/1981;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO MÉDIO;N;SUPLENTE;DEFERIDO;10767.0;69196.88;51832.0;;;
210000605801;DEPUTADO ESTADUAL;MATEUS JOSÉ DE LIMA WESP;45045;MATEUS WESP;APTO;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PASSO FUNDO;23/07/1988;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ADVOGADO;N;ELEITO POR QP;DEFERIDO;77000.0;113828.0;74352.45;;;
210000600985;DEPUTADO ESTADUAL;ELIANE ÁVILA DE CARVALHO;40108;ELIANE CARVALHO;APTO;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;PORTO ALEGRE;08/09/1960;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);N;SUPLENTE;DEFERIDO;250000.0;63033.0;60690.2;;;
210000603550;DEPUTADO ESTADUAL;DIEGO FERREIRA LEMOS;25225;DIEGO LEMOS SUPERAÇÃO;APTO;DEFERIDO;25;DEM;DEMOCRATAS;PELOTAS;17/01/1982;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;OUTROS;N;SUPLENTE;DEFERIDO;;12546.880000000001;6000.0;;;
210000605339;DEPUTADO ESTADUAL;REGIS BENTO DE SOUZA;15011;RÉGIS SOUZA;APTO;DEFERIDO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;IJUÍ;07/05/1984;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;N;SUPLENTE;DEFERIDO;98646.84;33438.47;31820.5;;;
210000604833;DEPUTADO FEDERAL;LUIS ANTONIO FRANCISCATTO COVATTI;1111;COVATTI FILHO;APTO;DEFERIDO;11;PP;PROGRESSISTAS;FREDERICO WESTPHALEN;25/07/1987;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;DEPUTADO;S;ELEITO POR QP;DEFERIDO;956901.59;2400907.95;2380084.95;1111.0;1,75%;102063.0
210000609484;DEPUTADO ESTADUAL;JEAN FELIPE ALMEIDA DE ANDRADE;65662;JEAN ANDRADE;APTO;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;PORTO ALEGRE;02/02/1983;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ADMINISTRADOR;N;NÃO ELEITO;DEFERIDO;19713.67;10236.0;8273.69;;;
210000616461;DEPUTADO FEDERAL;LUIZ CESAR RANGEL RODRIGUES;3355;LUIZ RANGEL;APTO;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;RIO DE JANEIRO;31/10/1972;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;OUTROS;N;SUPLENTE;DEFERIDO;;2488.9700000000003;1934.26;3355.0;0,01%;349.0
210000604685;DEPUTADO ESTADUAL;ROSANI ROSA DUTRA;12778;ROSANI DUTRA;APTO;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;CANOAS;20/02/1962;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;SERVIDOR PÚBLICO MUNICIPAL;N;SUPLENTE;DEFERIDO;;28155.0;25000.0;;;
210000606450;1º SUPLENTE;EVERLEI RANGEL MARTINS;651;EVERLEI MARTINS;APTO;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;CRUZ ALTA;10/07/1982;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;SERVIDOR PÚBLICO ESTADUAL;N;NÃO ELEITO;DEFERIDO;15000.0;;;;;
210000605832;DEPUTADO ESTADUAL;JORGE CARLOS TRINDADE SOARES;18678;JORGE TRINDADE - JORJÃO ;APTO;DEFERIDO;18;REDE;REDE SUSTENTABILIDADE;SANTA MARIA;19/02/1965;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO SUPERIOR;N;SUPLENTE;DEFERIDO;117527.09;37814.47;13710.2;;;
210000600028;VICE-GOVERNADOR;CAMILA OSORIO GOULART;50;PROF. CAMILA;APTO;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;PORTO ALEGRE;01/11/1984;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;PROFESSOR DE ENSINO MÉDIO;N;NÃO ELEITO;DEFERIDO;180000.0;;;;;
210000605952;DEPUTADO ESTADUAL;GENECI DE MELLO FALEIRO;77610;GENECI MELLO ;APTO;DEFERIDO;77;SOLIDARIEDADE;SOLIDARIEDADE;PORTO ALEGRE;10/06/1971;FEMININO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);PARDA;SUPERVISOR, INSPETOR E AGENTE DE COMPRAS E VENDAS;N;SUPLENTE;DEFERIDO;;6899.0;2000.0;;;
210000604709;DEPUTADO ESTADUAL;GILMAR SOSSELLA;12333;GILMAR SOSSELLA;INAPTO;INDEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;TAPEJARA;13/04/1961;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;DEPUTADO;S;NÃO ELEITO;INDEFERIDO COM RECURSO;1579875.43;476234.61;462664.61;;;
210000616868;DEPUTADO ESTADUAL;SELMAR INÁCIO SCHMITT;90999;SELMAR;APTO;DEFERIDO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;ESTEIO;29/04/1947;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;ADVOGADO;N;NÃO ELEITO;DEFERIDO;254567.69;4695.12;2500.0;;;
